time,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
2025-01-03 10:48:27.966635,-0.022948760609401278,0.0006713733157005693,-0.7918543088999259,0.6102783439718175,-0.0011111111111111111,0.0,0.0,0.03,-0.08,0.05
2025-01-03 10:48:27.975628,-0.022948760609401278,0.0006713733157005693,-0.7918543088999259,0.6102783439718175,-0.0033333333333333335,0.0044444444444444444,-0.0033333333333333335,0.0,-0.13,0.0
2025-01-03 10:48:27.992168,-0.022948760609401278,0.0006713733157005693,-0.7918543088999259,0.6102783439718175,0.0,0.0011111111111111111,-0.0044444444444444444,-0.1,-0.08,0.07
2025-01-03 10:48:28.000496,-0.022948760609401278,0.0006713733157005693,-0.7918543088999259,0.6102783439718175,0.0,0.0,-0.0011111111111111111,-0.04,-0.11,0.0
2025-01-03 10:48:28.012751,-0.022948760609401278,0.0006713733157005693,-0.7918543088999259,0.6102783439718175,0.0011111111111111111,0.0,0.0011111111111111111,-0.09,-0.03,0.17
2025-01-03 10:48:28.026694,-0.022948760609401278,0.0006713733157005693,-0.7918543088999259,0.6102783439718175,0.0,-0.0022222222222222222,0.0022222222222222222,-0.07,-0.02,0.07
2025-01-03 10:48:28.039619,-0.022948760609401278,0.0006713733157005693,-0.7918543088999259,0.6102783439718175,0.0011111111111111111,-0.0044444444444444444,0.0011111111111111111,0.02,-0.03,0.07
2025-01-03 10:48:28.051583,-0.022948760609401278,0.0006713733157005693,-0.7918543088999259,0.6102783439718175,-0.0011111111111111111,-0.0011111111111111111,0.0011111111111111111,-0.02,0.07,0.12
2025-01-03 10:48:28.064442,-0.022948760609401278,0.0006713733157005693,-0.7918543088999259,0.6102783439718175,0.0,-0.0077777777777777776,0.0044444444444444444,0.1,-0.01,1.35
2025-01-03 10:48:28.078259,-0.022948760609401278,0.0006713733157005693,-0.7918543088999259,0.6102783439718175,0.0011111111111111111,0.0,0.0,0.1,0.03,0.13
2025-01-03 10:48:28.090764,-0.022948760609401278,0.0006713733157005693,-0.7918543088999259,0.6102783439718175,-0.0022222222222222222,0.0011111111111111111,0.0011111111111111111,0.1,-0.09,0.06
2025-01-03 10:48:28.101517,-0.022948760609401278,0.0006713733157005693,-0.7918543088999259,0.6102783439718175,-0.0011111111111111111,0.0022222222222222222,0.0,0.0,-0.03,0.03
2025-01-03 10:48:28.114485,-0.022948760609401278,0.0006713733157005693,-0.7918543088999259,0.6102783439718175,-0.0022222222222222222,0.0077777777777777776,-0.0044444444444444444,0.0,-0.16,0.05
2025-01-03 10:48:28.128842,-0.022948760609401278,0.0006713733157005693,-0.7918543088999259,0.6102783439718175,0.0,0.0022222222222222222,-0.0022222222222222222,-0.01,-0.12,0.07
2025-01-03 10:48:28.141402,-0.022948760609401278,0.0006713733157005693,-0.7918543088999259,0.6102783439718175,0.0,0.0022222222222222222,-0.0022222222222222222,-0.08,-0.09,0.08
2025-01-03 10:48:28.154819,-0.022948760609401278,0.0006713733157005693,-0.7918543088999259,0.6102783439718175,0.0033333333333333335,-0.0011111111111111111,0.0,-0.07,-0.05,0.06
2025-01-03 10:48:28.166662,-0.022948760609401278,0.0006713733157005693,-0.7918543088999259,0.6102783439718175,0.0033333333333333335,-0.0022222222222222222,0.0044444444444444444,-0.08,0.01,0.12
