x,y,yaw
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.634143352508545
0.0,0.0,5.629780292510986
0.0,0.0,5.629780292510986
0.0,0.0,5.629780292510986
0.0,0.0,5.629780292510986
0.0,0.0,5.629780292510986
0.0,0.0,5.629780292510986
0.0,0.0,5.629780292510986
0.0,0.0,5.629780292510986
0.0,0.0,5.635234355926514
0.0,0.0,5.635234355926514
0.0,0.0,5.635234355926514
0.0,0.0,5.635234355926514
0.0,0.0,5.633052349090576
0.0,0.0,5.633052349090576
0.0,0.0,5.633052349090576
0.0,0.0,5.633052349090576
0.0,0.0,5.630870819091797
0.0,0.0,5.630870819091797
0.0,0.0,5.630870819091797
0.0,0.0,5.630870819091797
0.0,0.0,5.630870819091797
0.0,0.0,5.630870819091797
0.0,0.0,5.630870819091797
0.0,0.0,5.630870819091797
0.0,0.0,5.630870819091797
0.0,0.0,5.630870819091797
0.0,0.0,5.630870819091797
0.0,0.0,5.630870819091797
0.0,0.0,5.630870819091797
0.0,0.0,5.630870819091797
0.0,0.0,5.630870819091797
0.0,0.0,5.630870819091797
0.0,0.0,5.630870819091797
0.0,0.0,5.630870819091797
