time,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
2025-01-03 10:55:26.851227,-0.008850106409581057,-0.004516606029717229,0.31848176031168246,0.9478769140744401,0.0011111111111111111,-0.0011111111111111111,-0.0011111111111111111,-0.13,-0.06,0.04
2025-01-03 10:55:26.860665,-0.008850106409581057,-0.004516606029717229,0.31848176031168246,0.9478769140744401,0.0011111111111111111,-0.0022222222222222222,0.0011111111111111111,-0.07,-0.04,-0.01
2025-01-03 10:55:26.869600,-0.008850106409581057,-0.004516606029717229,0.31848176031168246,0.9478769140744401,0.0011111111111111111,-0.0022222222222222222,0.0,0.0,-0.01,0.02
2025-01-03 10:55:26.882663,-0.008850106409581057,-0.004516606029717229,0.31848176031168246,0.9478769140744401,0.0033333333333333335,-0.005555555555555556,0.0,0.07,0.01,0.01
2025-01-03 10:55:26.894741,-0.008850106409581057,-0.004516606029717229,0.31848176031168246,0.9478769140744401,0.0,-0.0033333333333333335,0.0,0.04,0.02,0.02
2025-01-03 10:55:26.909598,-0.008850106409581057,-0.004516606029717229,0.31848176031168246,0.9478769140744401,0.0,-0.0011111111111111111,0.0022222222222222222,0.11,0.01,0.02
2025-01-03 10:55:26.922677,-0.008850106409581057,-0.004516606029717229,0.31848176031168246,0.9478769140744401,-0.0022222222222222222,0.0011111111111111111,0.0011111111111111111,0.15,-0.07,0.06
2025-01-03 10:55:26.933942,-0.008850106409581057,-0.004516606029717229,0.31848176031168246,0.9478769140744401,0.0,0.0,-0.0011111111111111111,0.07,-0.04,0.0
2025-01-03 10:55:26.948969,-0.008850106409581057,-0.004516606029717229,0.31848176031168246,0.9478769140744401,-0.0011111111111111111,0.005555555555555556,-0.0011111111111111111,-0.04,-0.04,0.03
2025-01-03 10:55:26.961679,-0.008850106409581057,-0.004516606029717229,0.31848176031168246,0.9478769140744401,0.0,0.0022222222222222222,0.0,-0.06,-0.07,0.0
2025-01-03 10:55:26.975299,-0.008850106409581057,-0.004516606029717229,0.31848176031168246,0.9478769140744401,0.0,0.0011111111111111111,-0.0022222222222222222,-0.19,-0.06,0.04
2025-01-03 10:55:26.987940,-0.008850106409581057,-0.004516606029717229,0.31848176031168246,0.9478769140744401,0.0,0.0,0.0,-0.07,-0.08,-0.03
2025-01-03 10:55:27.001959,-0.008850106409581057,-0.004516606029717229,0.31848176031168246,0.9478769140744401,0.0022222222222222222,-0.0044444444444444444,0.0,-0.08,-0.09,0.01
2025-01-03 10:55:27.013110,-0.008850106409581057,-0.004516606029717229,0.31848176031168246,0.9478769140744401,0.0,0.0,0.0,0.03,-0.01,0.05
2025-01-03 10:55:27.025076,-0.008789003630818406,-0.004516571310281681,0.32067656302999936,0.9471372107155559,-0.0022222222222222222,-0.0044444444444444444,0.0,0.05,0.01,0.02
2025-01-03 10:55:27.038568,-0.008789003630818406,-0.004516571310281681,0.32067656302999936,0.9471372107155559,0.0022222222222222222,-0.0033333333333333335,0.0,0.12,0.03,0.05
2025-01-03 10:55:27.051654,-0.008789003630818406,-0.004516571310281681,0.32067656302999936,0.9471372107155559,-0.0022222222222222222,0.0,0.0,0.14,-0.05,0.04
2025-01-03 10:55:27.063632,-0.008789003630818406,-0.004516571310281681,0.32067656302999936,0.9471372107155559,0.0,0.0033333333333333335,-0.0011111111111111111,0.06,-0.07,0.0
2025-01-03 10:55:27.075495,-0.008788995478283063,-0.004516567120784352,0.32085936964815326,0.9470752974758215,0.0,0.0033333333333333335,-0.0011111111111111111,0.06,-0.06,0.02
2025-01-03 10:55:27.088874,-0.008788995478283063,-0.004516567120784352,0.32085936964815326,0.9470752974758215,-0.0022222222222222222,0.005555555555555556,0.0,-0.02,-0.02,0.05
2025-01-03 10:55:27.102157,-0.008788995478283063,-0.004516567120784352,0.32085936964815326,0.9470752974758215,0.0011111111111111111,0.0,-0.0011111111111111111,-0.16,-0.06,0.05
2025-01-03 10:55:27.113314,-0.008788995478283063,-0.004516567120784352,0.32085936964815326,0.9470752974758215,0.0,0.0,0.0,-0.14,-0.06,0.02
2025-01-03 10:55:27.125802,-0.008850117190555567,-0.004516611531731806,0.3179328306593376,0.9480611746268939,0.0022222222222222222,-0.0022222222222222222,0.0,-0.1,-0.01,0.05
2025-01-03 10:55:27.139942,-0.008850117190555567,-0.004516611531731806,0.3179328306593376,0.9480611746268939,0.0022222222222222222,-0.0011111111111111111,0.0,-0.02,-0.11,0.05
2025-01-03 10:55:27.152366,-0.008850117190555567,-0.004516611531731806,0.3179328306593376,0.9480611746268939,0.0,0.0,-0.0022222222222222222,0.11,-0.08,-0.04
2025-01-03 10:55:27.164606,-0.008850117190555567,-0.004516611531731806,0.3179328306593376,0.9480611746268939,0.0022222222222222222,0.0,0.0,0.1,0.05,0.08
2025-01-03 10:55:27.176842,-0.008850097573827043,-0.00451660152043587,0.3188476532804998,0.947753897423354,0.0,0.0,0.0011111111111111111,0.14,-0.05,-0.02
2025-01-03 10:55:27.190717,-0.008850097573827043,-0.00451660152043587,0.3188476532804998,0.947753897423354,0.0,0.0011111111111111111,0.0,0.13,0.06,-0.03
2025-01-03 10:55:27.203246,-0.008850097573827043,-0.00451660152043587,0.3188476532804998,0.947753897423354,0.0,0.0,-0.0011111111111111111,0.08,-0.03,0.01
2025-01-03 10:55:27.213967,-0.008850097573827043,-0.00451660152043587,0.3188476532804998,0.947753897423354,-0.0011111111111111111,0.0077777777777777776,0.0,-0.01,-0.05,0.03
2025-01-03 10:55:27.226880,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0011111111111111111,0.0,0.0,-0.1,-0.06,0.06
2025-01-03 10:55:27.241558,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0022222222222222222,0.0022222222222222222,0.0,-0.1,-0.05,0.01
2025-01-03 10:55:27.254092,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,-0.0022222222222222222,0.0,-0.14,-0.06,0.02
2025-01-03 10:55:27.265006,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0022222222222222222,-0.0044444444444444444,0.0,-0.09,-0.04,0.0
2025-01-03 10:55:27.277844,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0033333333333333335,-0.0044444444444444444,0.0,-0.05,0.08,0.13
2025-01-03 10:55:27.291776,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,-0.0011111111111111111,-0.0033333333333333335,0.0011111111111111111,0.11,0.04,0.0
2025-01-03 10:55:27.304532,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0044444444444444444,-0.0011111111111111111,0.0,0.14,-0.06,-0.04
2025-01-03 10:55:27.317895,-0.004557228600134911,-0.0023419091417359963,-0.8710319636216192,0.49119961876870805,0.0,0.0011111111111111111,-0.0011111111111111111,0.15,0.0,-0.04
2025-01-03 10:55:27.332425,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,-0.0022222222222222222,0.0033333333333333335,0.0,0.09,-0.03,0.0
2025-01-03 10:55:27.344229,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.0044444444444444444,0.0,0.0,-0.08,0.0
2025-01-03 10:55:27.355917,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.0011111111111111111,0.0,-0.1,-0.05,0.04
2025-01-03 10:55:27.365972,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.0044444444444444444,0.0011111111111111111,-0.08,-0.11,0.01
2025-01-03 10:55:27.381101,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.0,0.0022222222222222222,-0.13,-0.03,0.05
2025-01-03 10:55:27.393412,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0011111111111111111,-0.0011111111111111111,0.0011111111111111111,-0.08,-0.07,0.0
2025-01-03 10:55:27.405883,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0033333333333333335,-0.0044444444444444444,0.0,0.01,-0.1,-0.02
2025-01-03 10:55:27.415580,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,-0.0044444444444444444,0.0,0.04,-0.1,-0.04
2025-01-03 10:55:27.429996,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,-0.0022222222222222222,-0.0011111111111111111,0.14,0.03,0.02
2025-01-03 10:55:27.443716,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.0,0.0011111111111111111,0.11,0.03,0.01
2025-01-03 10:55:27.456262,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.0,-0.0033333333333333335,0.12,0.02,0.04
2025-01-03 10:55:27.465970,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,-0.0022222222222222222,0.0033333333333333335,0.0,0.08,-0.02,-0.02
2025-01-03 10:55:27.479531,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.005555555555555556,0.0,0.03,-0.03,0.08
2025-01-03 10:55:27.493128,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.0022222222222222222,0.0,-0.11,-0.1,0.0
2025-01-03 10:55:27.506262,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0011111111111111111,0.0,0.0,-0.13,-0.07,0.02
2025-01-03 10:55:27.521852,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0011111111111111111,0.0,-0.0022222222222222222,-0.09,-0.08,0.0
2025-01-03 10:55:27.533741,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0011111111111111111,-0.0022222222222222222,0.0,0.0,-0.14,-0.03
2025-01-03 10:55:27.547010,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0033333333333333335,-0.005555555555555556,-0.0022222222222222222,-0.01,0.07,0.08
2025-01-03 10:55:27.560357,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,-0.0022222222222222222,-0.0044444444444444444,0.0,0.1,0.03,0.0
2025-01-03 10:55:27.572549,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,-0.0011111111111111111,0.0,0.11,0.03,0.01
2025-01-03 10:55:27.585388,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,-0.0011111111111111111,-0.0022222222222222222,0.0,0.09,0.02,0.0
2025-01-03 10:55:27.598576,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.0011111111111111111,0.0,0.09,-0.03,0.0
2025-01-03 10:55:27.613142,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,-0.0022222222222222222,0.0077777777777777776,0.0,0.0,-0.05,0.09
2025-01-03 10:55:27.626974,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0022222222222222222,0.0022222222222222222,0.0,-0.05,-0.13,-0.09
2025-01-03 10:55:27.641975,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.0033333333333333335,0.0,-0.15,-0.1,0.09
2025-01-03 10:55:27.655598,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0033333333333333335,-0.0033333333333333335,0.0,-0.08,-0.05,0.06
2025-01-03 10:55:27.666727,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,-0.0033333333333333335,0.0,0.0,-0.17,-0.02
2025-01-03 10:55:27.679466,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.005555555555555556,-0.005555555555555556,-0.0022222222222222222,0.01,0.08,0.09
2025-01-03 10:55:27.694224,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,-0.0033333333333333335,-0.0022222222222222222,0.0011111111111111111,0.06,0.03,0.01
2025-01-03 10:55:27.706929,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,-0.0022222222222222222,0.0,0.18,0.01,0.0
2025-01-03 10:55:27.717214,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,-0.0022222222222222222,0.0022222222222222222,0.0,0.11,0.02,0.01
2025-01-03 10:55:27.730477,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.0022222222222222222,-0.0011111111111111111,0.13,-0.05,0.05
2025-01-03 10:55:27.743988,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.0044444444444444444,0.0,-0.01,-0.06,-0.01
2025-01-03 10:55:27.756523,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.0,0.0,-0.06,-0.11,0.02
2025-01-03 10:55:27.767124,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.0033333333333333335,0.0,-0.09,-0.06,0.03
2025-01-03 10:55:27.780060,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,-0.0011111111111111111,0.0,0.0,-0.13,-0.04,0.02
2025-01-03 10:55:27.794291,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0011111111111111111,0.0,0.0,-0.08,0.0,0.04
2025-01-03 10:55:27.807827,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0022222222222222222,-0.0033333333333333335,0.0,-0.01,0.06,0.05
2025-01-03 10:55:27.818303,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,-0.0033333333333333335,-0.0033333333333333335,0.0011111111111111111,0.1,-0.04,-0.03
2025-01-03 10:55:27.830839,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,-0.0011111111111111111,0.0011111111111111111,0.08,0.05,0.06
2025-01-03 10:55:27.845231,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.0,0.0,0.13,0.01,0.0
2025-01-03 10:55:27.857460,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,-0.0011111111111111111,0.005555555555555556,-0.0011111111111111111,0.06,0.01,0.05
2025-01-03 10:55:27.869675,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,-0.0011111111111111111,0.0,0.0,0.07,-0.07,-0.05
2025-01-03 10:55:27.883311,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.0033333333333333335,0.0,0.01,-0.04,0.06
2025-01-03 10:55:27.895970,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.0033333333333333335,0.0,-0.07,-0.1,-0.03
2025-01-03 10:55:27.910211,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0011111111111111111,0.0022222222222222222,0.0,-0.1,-0.03,0.03
2025-01-03 10:55:27.923651,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,0.0,0.0022222222222222222,-0.1,-0.08,0.03
2025-01-03 10:55:27.935412,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0011111111111111111,-0.0022222222222222222,0.0,0.0,-0.01,0.03
2025-01-03 10:55:27.947394,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,-0.0011111111111111111,-0.0044444444444444444,0.0,-0.03,0.02,0.02
2025-01-03 10:55:27.959996,-0.008789026124075736,-0.0045165828693166975,0.3201280695887308,0.9473227393873577,0.0,-0.0044444444444444444,0.0011111111111111111,0.15,0.08,0.04
