,x,y
0,0.711386116343276,-0.5610399507228792
1,0.7146320517103556,-0.556899509338397
2,0.711386116343276,-0.5610399507228792
3,0.711386116343276,-0.5610399507228792
4,0.7146320517103556,-0.556899509338397
5,0.7162095855664569,-0.5581288522265658
6,0.711386116343276,-0.5610399507228792
7,0.711386116343276,-0.5610399507228792
8,0.711386116343276,-0.5610399507228792
9,0.7146320517103556,-0.556899509338397
10,0.7146320517103556,-0.556899509338397
11,0.711386116343276,-0.5610399507228792
12,0.711386116343276,-0.5610399507228792
13,0.7146320517103556,-0.556899509338397
14,0.7146320517103556,-0.556899509338397
15,0.7146320517103556,-0.556899509338397
16,0.711386116343276,-0.5610399507228792
17,0.711386116343276,-0.5610399507228792
18,0.711386116343276,-0.5610399507228792
19,0.711386116343276,-0.5610399507228792
20,0.7146320517103556,-0.556899509338397
21,0.711386116343276,-0.5610399507228792
22,0.7146320517103556,-0.556899509338397
23,0.7146320517103556,-0.556899509338397
24,0.711386116343276,-0.5610399507228792
25,0.7146320517103556,-0.556899509338397
26,0.711386116343276,-0.5610399507228792
27,0.711386116343276,-0.5610399507228792
28,0.7146320517103556,-0.556899509338397
29,0.711386116343276,-0.5610399507228792
30,0.7177871664373361,-0.5593582317524792
31,0.7354159466110863,-0.5527779085477577
32,0.7498532688704425,-0.5568447752001721
33,0.7643668241846581,-0.553966938444058
34,0.7757018323992462,-0.5553401299510143
35,0.78871125986186,-0.5577549535242531
36,0.8017206052719382,-0.5531003765106437
37,0.8148357986516654,-0.5551924207485827
38,0.8263426384999061,-0.5560340166297384
39,0.844449764118606,-0.5540799370269688
40,0.8543671366865975,-0.5535167651857631
41,0.8659910035716908,-0.553934631387705
42,0.8791546833789015,-0.5480721397381263
43,0.8959491162402549,-0.5513431575904294
44,0.9044657343278082,-0.5565840569040956
45,0.9211610075442278,-0.552212278230569
46,0.9281950778780422,-0.5637817155897077
47,0.9465113890539275,-0.552568633049613
48,0.9615589363049661,-0.5464799116879963
49,0.9769277518457462,-0.5477336746583767
50,0.9835922244895555,-0.543987344406611
51,0.9859021992033091,-0.5603148454155166
52,1.0045942371305991,-0.5556027565655719
53,1.0183381573594463,-0.5555063634445733
54,1.0268306839027155,-0.552426254455378
55,1.038855074682405,-0.5511407547655794
56,1.0526710142638047,-0.5506611023337924
57,1.063589716810388,-0.5642631523583722
58,1.0786063231722505,-0.5483689377859708
59,1.0925007774283892,-0.5474724269866976
60,1.1064208295381437,-0.5464328576681746
61,1.1171802648362499,-0.5517466666817794
62,1.1293570803353636,-0.549625955085911
63,1.141546635256917,-0.5473822810737725
64,1.1591729882643482,-0.5475781623665339
65,1.1620108889628953,-0.5738873616131976
66,1.142996866939187,-0.623508044349762
67,1.1230648072065117,-0.6821447547134099
68,-1.3118002056261433,-0.02289793903352275
69,-1.2989260903347475,0.05282885452126279
70,-1.2797388354911565,0.12674599510692086
71,-1.2662535389665122,0.14027864763696513
72,-1.2543264211048792,0.13895733250350292
73,-1.2404116082455634,0.13741581568245662
74,-1.2264966769018057,0.1358742857354156
75,-1.2145696775246146,0.13455298372794808
76,-1.200654746180857,0.13301145378090706
77,-1.183505245903098,0.12415904761451438
78,-1.166091236565119,0.13604148714984723
79,-1.1482124890358534,0.13395567145550888
80,-1.12954892219713,0.13843142132498293
81,-1.110468492786564,0.12955228583719594
82,-1.0938162544719332,0.1340522183673008
83,-1.0759499206093348,0.13186261688845974
84,-1.0525419196091979,0.14141988699736593
85,-1.03668438263399,0.1392892629858082
86,-1.0156550800085564,0.13046401060135424
87,-0.9910940524409811,0.13316373085834501
88,-0.9645561388957312,0.1353048791891032
89,-0.9400066420067146,0.1374317661004747
90,-0.9162591163414919,0.1339598072367366
91,-0.8925115906762693,0.13048784837299848
92,-0.8660345612596427,0.13175779349819589
93,-0.8415492470822544,0.13303706808693816
94,-0.8131318285251009,0.13338902132889777
95,-0.7886830551809972,0.13408600800924225
96,-0.7622846433865346,0.13415701800410507
97,-0.7386479207246005,0.12999711231109848
98,-0.7115359390415051,0.13376312761831663
99,-0.6852231517221431,0.1329407824869725
100,-0.6589447109314595,0.13181750930336136
101,-0.6338919143813204,0.1344806430454159
102,-0.6069177698326441,0.1361425523530809
103,-0.5827298243860907,0.13427561131759555
104,-0.5550718112585105,0.13812789325220656
105,-0.5290666777130197,0.13492388483644066
106,-0.5042788099162715,0.13485880505842734
107,-0.477817929386934,0.13674441533364895
108,-0.452408140597779,0.13804298188612607
109,-0.4271051133268277,0.13849990262262718
110,-0.39923392922242573,0.13979011557972582
111,-0.3815902867559438,0.10204832938023622
112,-0.3561387286106485,0.08862401457024807
113,-0.3253689111063559,0.09516334711004984
114,-0.2939320123074764,0.09531507306283811
115,-0.2672703835911414,0.07648882574804886
116,-0.24206493405573956,0.07694525208585799
