,x,y
117,-0.2467680689156364,0.07529616956579303
118,-0.24981452120892064,0.06836451361758739
119,-0.24444819640170815,0.08559252890856457
120,-0.24900370846986367,0.07126117384148743
121,-0.2485857002405878,0.0727059238639341
122,-0.2501751658222721,0.0811257815086614
123,-0.250411583311288,0.10096556213435083
124,-0.2520485125639833,0.1172840386563952
125,-0.25329544876855303,0.13063848435533262
126,-0.2547325386604154,0.1447768667723693
127,-0.2571995234280355,0.15827948949915133
128,-0.25391963231632503,0.17957119423588724
129,-0.25800948089872106,0.18929105416985723
130,-0.26024383739929263,0.19799530284868078
131,-0.2620408752832314,0.19224872413671382
132,-0.2620408752832314,0.19224872413671382
133,-0.26042833675263205,0.19106567025325405
134,-0.2292958189671967,0.19189691089254685
135,-0.18506369253687338,0.19106917883280686
136,-0.17446631219349548,0.18870746021808552
137,-0.16146590231961247,0.1895514742197684
138,-0.13852552471835422,0.1923010157023502
139,-0.11299299246588858,0.19225396181474322
140,-0.09178707413259501,0.18998981843913995
141,-0.06991876229117115,0.18738027610120445
142,-0.05040427595155863,0.186301933409875
143,-0.028971143931840897,0.18676635444324402
144,-0.010257258501609629,0.18571696284622963
145,0.009224911671840986,0.18677233042449726
146,0.02244449860579684,0.18766257702342595
147,0.008357830605206479,0.1918180056940532
148,0.01503470632558788,0.19141044445529212
149,0.02058517207998605,0.1908932982880921
150,0.033069472674332245,0.19116069731300792
151,0.022484235065376217,0.19772571798602043
152,0.027478613301565237,0.20012228424764622
153,0.007658822363620859,0.20285546595655965
154,0.0005877377776644802,0.2029991433301016
155,0.01941907058053507,0.20206904098906053
156,0.038833290498070855,0.20332480538978198
157,0.06275272016678052,0.20354629917671582
158,0.08194957933523421,0.20847126791074203
159,0.1066550894786297,0.2082803175072639
160,0.1284825767544281,0.20743246806743532
161,0.152598778757337,0.2092716283942495
162,0.1721081155463581,0.2093317830623807
163,0.19809831445105333,0.21179483698087287
164,0.21846431702139008,0.21283408221297082
165,0.24356755262784147,0.21366059048140965
166,0.2680767115611697,0.21397166429304668
167,0.29267598310094894,0.21473186278940187
168,0.31650622682621266,0.21566825907027262
169,0.34622372640943544,0.21585440705618802
170,0.36577473463469995,0.21641130662630503
171,0.38553048405519963,0.21617180051870233
172,0.4155675758273027,0.21740423381161159
173,0.43001985305108664,0.21550854262707875
174,0.45264405445515016,0.21706527615950091
175,0.4830849401002255,0.21801126191442277
176,0.4984110860377547,0.21799637951166542
177,0.517483369424928,0.21921436108599435
178,0.5471920061020826,0.2206374345192753
179,0.5646251442914137,0.2200782904944204
180,0.5959017598783293,0.21646500134274965
181,0.6141024688124671,0.21904832995515308
182,0.6336278583383284,0.21775160045622244
183,0.656324964714691,0.22555165402731892
184,0.6385911826103736,0.22778337358810616
185,0.6525421042571474,0.22425164187019428
186,0.6385911826103736,0.22778337358810616
187,0.6385911826103736,0.22778337358810616
188,0.6525421042571474,0.22425164187019428
189,0.634823731364635,0.22643953612534143
190,0.634823731364635,0.22643953612534143
191,0.6385911826103736,0.22778337358810616
192,0.6385911826103736,0.22778337358810616
193,0.6493412888737867,0.22737617006625502
194,0.6385911826103736,0.22778337358810616
195,0.634823731364635,0.22643953612534143
196,0.6474536369589954,0.22671518166130097
197,0.6531164801924522,0.22869810747885094
198,0.6404749643733639,0.228455312344485
199,0.6385911826103736,0.22778337358810616
200,0.6455660412996628,0.226054212955003
201,0.6493412888737867,0.22737617006625502
202,0.634823731364635,0.22643953612534143
203,0.6385911826103736,0.22778337358810616
204,0.6512288845331194,0.22803713877255297
205,0.6493412888737867,0.22737617006625502
206,0.6455660412996628,0.226054212955003
207,0.6455660412996628,0.226054212955003
208,0.6404749643733639,0.228455312344485
209,0.6455660412996628,0.226054212955003
210,0.6404749643733639,0.228455312344485
211,0.6385911826103736,0.22778337358810616
212,0.6455660412996628,0.226054212955003
213,0.6455660412996628,0.226054212955003
214,0.634823731364635,0.22643953612534143
215,0.6493412888737867,0.22737617006625502
216,0.6455660412996628,0.226054212955003
