time,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
2025-01-03 09:41:30.990011,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,-0.0033333333333333335,0.0,0.0,0.01,-0.07,-0.29
2025-01-03 09:41:31.001162,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,-0.0011111111111111111,0.0022222222222222222,0.0,0.0,-0.09,-0.41
2025-01-03 09:41:31.016425,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0,0.0,0.0,-0.03,-0.01,-0.28
2025-01-03 09:41:31.027071,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0,0.0,0.0,-0.04,0.0,-0.32
2025-01-03 09:41:31.040091,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0022222222222222222,0.0,0.0,-0.09,0.0,-0.34
2025-01-03 09:41:31.050613,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0,0.0,0.0,-0.03,0.01,-0.33
2025-01-03 09:41:31.065175,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0011111111111111111,-0.0022222222222222222,0.0,-0.06,0.01,-0.38
2025-01-03 09:41:31.077994,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0011111111111111111,-0.0033333333333333335,0.0,0.06,0.0,-0.34
2025-01-03 09:41:31.090964,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0011111111111111111,-0.0033333333333333335,0.0,-0.02,0.0,-0.33
2025-01-03 09:41:31.101885,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0,0.0,0.0,0.06,0.0,-0.34
2025-01-03 09:41:31.115132,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0,0.0033333333333333335,0.0,0.06,0.0,-0.31
2025-01-03 09:41:31.127987,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,-0.0022222222222222222,0.0022222222222222222,0.0,-0.01,-0.02,-0.39
2025-01-03 09:41:31.139923,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,-0.0011111111111111111,0.0011111111111111111,-0.0022222222222222222,-0.04,-0.05,-0.3
2025-01-03 09:41:31.151471,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0,0.005555555555555556,-0.0011111111111111111,-0.06,-0.08,-0.37
2025-01-03 09:41:31.165644,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0,0.0,0.0,-0.06,-0.03,-0.32
2025-01-03 09:41:31.178500,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0022222222222222222,0.0,0.0,-0.06,-0.01,-0.29
2025-01-03 09:41:31.192225,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0011111111111111111,-0.0011111111111111111,-0.0022222222222222222,-0.05,0.03,-0.37
2025-01-03 09:41:31.203049,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0011111111111111111,0.0,0.0011111111111111111,0.02,0.0,-0.41
2025-01-03 09:41:31.216453,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0,0.0,0.0,0.04,-0.07,-0.3
2025-01-03 09:41:31.229714,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0,0.0,0.0,-0.01,0.0,-0.31
2025-01-03 09:41:31.245031,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0,0.0011111111111111111,0.0,0.05,0.02,-0.27
2025-01-03 09:41:31.256408,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,-0.0022222222222222222,0.0,0.0,0.0,-0.05,-0.41
2025-01-03 09:41:31.269503,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0,0.0022222222222222222,0.0,-0.08,-0.09,-0.37
2025-01-03 09:41:31.281474,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,-0.0022222222222222222,0.0033333333333333335,-0.0011111111111111111,-0.04,-0.05,-0.33
2025-01-03 09:41:31.293350,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0,0.0,0.0,-0.02,-0.09,-0.36
2025-01-03 09:41:31.303632,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0,0.0011111111111111111,-0.0022222222222222222,-0.05,-0.01,-0.33
2025-01-03 09:41:31.317132,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0,0.0,-0.0011111111111111111,-0.06,-0.06,-0.35
2025-01-03 09:41:31.329645,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0011111111111111111,-0.0022222222222222222,0.0,-0.06,0.01,-0.34
2025-01-03 09:41:31.345375,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0011111111111111111,-0.0011111111111111111,0.0,0.01,-0.01,-0.33
2025-01-03 09:41:31.356618,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0,0.0,0.0011111111111111111,-0.03,0.05,-0.34
2025-01-03 09:41:31.370185,-0.013061219871029964,-0.018493222527673266,-0.004699597804062183,0.999732623773228,0.0,-0.0011111111111111111,0.0,0.07,0.0,-0.35
